gene_symbol,ensembl_id,chr,start,end,strand
Gm9898,ENSMUSG00000053185,1,30757641,30759043,-
Phf3,ENSMUSG00000048874,1,30841420,30913002,-
Ptp4a1,ENSMUSG00000026064,1,30979383,30988390,-
Ptp4a1,ENSMUSG00000117310,1,30979383,30988851,-
Gm5698,ENSMUSG00000117091,1,31016324,31017049,-
4931428L18Rik,ENSMUSG00000086727,1,31036933,31261765,-
Gm28644,ENSMUSG00000100237,1,31081000,31082756,+
Gm55778,ENSMUSG00002076113,1,31161806,31161943,-
Gm29128,ENSMUSG00000100910,1,31175107,31189186,+
Lgsn,ENSMUSG00000050217,1,31215482,31243806,+
Dnaaf6,ENSMUSG00000026063,1,31261919,31263369,+
Gm26145,ENSMUSG00000077664,1,31298674,31298800,-
Gm6489,ENSMUSG00000094215,1,31326026,31326787,+
Gm23032,ENSMUSG00000088620,1,31695713,31695819,-
Khdrbs2,ENSMUSG00000026058,1,32211795,32697649,+
Gm25814,ENSMUSG00000064688,1,32252214,32252320,-
Semp2l1,ENSMUSG00000091318,1,32582767,32586375,-
Gm24732,ENSMUSG00000089489,1,32607440,32607502,-
Gm37724,ENSMUSG00000102917,1,33104211,33105431,+
Gm24901,ENSMUSG00000088750,1,33231074,33231183,+
Gm37591,ENSMUSG00000104230,1,33251855,33254556,-
Gm25792,ENSMUSG00000065223,1,33332757,33332856,+
Gm23453,ENSMUSG00000065260,1,33461814,33461919,+
Prim2,ENSMUSG00000026134,1,33492891,33708876,-
Rab23,ENSMUSG00000004768,1,33758968,33781645,+
Bag2,ENSMUSG00000042215,1,33784565,33796876,-
Zfp451,ENSMUSG00000042197,1,33800626,33853676,-
Bend6,ENSMUSG00000042182,1,33891133,33946897,-
Dst,ENSMUSG00000026131,1,33947306,34347742,+
Gm23792,ENSMUSG00000084506,1,34020491,34020583,-
Mir6896,ENSMUSG00000105982,1,34156440,34156512,+
Gm26788,ENSMUSG00000096992,1,34204937,34217527,-
Gm37958,ENSMUSG00000104397,1,34368514,34369388,-
Gm37233,ENSMUSG00000102336,1,34466083,34472421,-
Mir5103,ENSMUSG00000092852,1,34472202,34472280,-
Ccdc115,ENSMUSG00000042111,1,34475751,34478753,-
Gm28306,ENSMUSG00000101711,1,34478592,34483811,-
Imp4,ENSMUSG00000026127,1,34478932,34488437,+
Ptpn18,ENSMUSG00000026126,1,34498843,34514814,+
Gm28417,ENSMUSG00000100280,1,34507915,34512275,-
4930568A12Rik,ENSMUSG00000101223,1,34516248,34525072,-
Prss39,ENSMUSG00000026125,1,34537491,34542144,+
Cfc1,ENSMUSG00000026124,1,34574729,34583394,+
Prss40,ENSMUSG00000037529,1,34583049,34600024,-
1700101I19Rik,ENSMUSG00000045815,1,34618283,34618792,-
Amer3,ENSMUSG00000045174,1,34618738,34630025,+
Arhgef4,ENSMUSG00000037509,1,34717269,34852390,+
Gm55978,ENSMUSG00000118272,1,34840875,34841045,+
Gm38336,ENSMUSG00000104002,1,34848441,34850989,-
Fam168b,ENSMUSG00000037503,1,34852300,34882146,-
Plekhb2,ENSMUSG00000026123,1,34889057,34918661,+
Gm25096,ENSMUSG00000077231,1,35218037,35218165,-
Gm37068,ENSMUSG00000104417,1,35664687,35690378,-
Gm25634,ENSMUSG00000064601,1,35800683,35800787,+
Gm28415,ENSMUSG00000101714,1,35846055,35849543,+
1110002O04Rik,ENSMUSG00000102531,1,35918926,35920200,+
Gm37146,ENSMUSG00000102279,1,36021041,36025454,-
Gm33222,ENSMUSG00000103708,1,36042065,36050125,-
4930535G08Rik,ENSMUSG00000104201,1,36050153,36050975,+
Hs6st1,ENSMUSG00000045216,1,36107481,36145527,+
Gm37335,ENSMUSG00000104523,1,36144465,36145527,-
Gm33280,ENSMUSG00000102202,1,36171099,36177827,+
Uggt1,ENSMUSG00000037470,1,36179108,36283801,-
Mir6897,ENSMUSG00000098752,1,36183333,36183394,-
Neurl3,ENSMUSG00000047180,1,36303678,36313760,-
Arid5a,ENSMUSG00000037447,1,36346814,36363110,+
4930403P22Rik,ENSMUSG00000102762,1,36371789,36372501,+
Kansl3,ENSMUSG00000010453,1,36374811,36408262,-
Mir6898,ENSMUSG00000098680,1,36387763,36387839,-
Fer1l5,ENSMUSG00000037432,1,36411372,36461191,+
Lman2l,ENSMUSG00000001143,1,36458952,36484352,-
Cnnm4,ENSMUSG00000037408,1,36510701,36547845,+
Gm56056,ENSMUSG00002075980,1,36545643,36545783,+
Cnnm3,ENSMUSG00000001138,1,36550948,36567318,+
Gm38033,ENSMUSG00000102845,1,36566615,36567318,-
Ankrd23,ENSMUSG00000067653,1,36569269,36575964,-
Gm42417,ENSMUSG00000109510,1,36569274,36578510,-
Ankrd39,ENSMUSG00000079610,1,36576588,36586526,-
Sema4c,ENSMUSG00000026121,1,36587720,36597430,-
D430040D24Rik,ENSMUSG00000087589,1,36596782,36604694,+
Fam178b,ENSMUSG00000046337,1,36601773,36722264,-
Gm56095,ENSMUSG00002075377,1,36703046,36703120,+
Cox5b,ENSMUSG00000061518,1,36730530,36732762,+
Actr1b,ENSMUSG00000037351,1,36737195,36753503,-
4933424G06Rik,ENSMUSG00000102416,1,36749230,36797034,+
Gm33533,ENSMUSG00000104237,1,36778129,36783873,-
Zap70,ENSMUSG00000026117,1,36800879,36821899,+
Tmem131,ENSMUSG00000026116,1,36831272,36982747,-
Gm38115,ENSMUSG00000102930,1,36952682,36955620,-
n-R5s210,ENSMUSG00000119706,1,37044520,37044638,+
Vwa3b,ENSMUSG00000050122,1,37065677,37226694,+
Gm37020,ENSMUSG00000103603,1,37171354,37172345,-
Cnga3,ENSMUSG00000026114,1,37253515,37302465,+
Inpp4a,ENSMUSG00000026113,1,37338946,37449817,+
4930439A04Rik,ENSMUSG00000086064,1,37368748,37373253,-
Coa5,ENSMUSG00000026112,1,37456165,37469184,-
Unc50,ENSMUSG00000026111,1,37469220,37478205,+
Mgat4a,ENSMUSG00000026110,1,37478421,37580097,-
Cracdl,ENSMUSG00000026090,1,37650758,37759166,-
4930556I23Rik,ENSMUSG00000089767,1,37653340,37654453,+
Tsga10,ENSMUSG00000060771,1,37793857,37905510,-
Gm26805,ENSMUSG00000097268,1,37904380,37910469,+
Lipt1,ENSMUSG00000037216,1,37910819,37915309,+
Mitd1,ENSMUSG00000026088,1,37913882,37929492,-
Mrpl30,ENSMUSG00000026087,1,37929558,37937616,+
Lyg2,ENSMUSG00000061584,1,37945004,37955574,-
Gm15457,ENSMUSG00000087374,1,37972677,37993217,+
Lyg1,ENSMUSG00000026085,1,37985817,37996840,-
Txndc9,ENSMUSG00000058407,1,38024270,38036974,-
Eif5b,ENSMUSG00000026083,1,38037091,38094660,+
Rev1,ENSMUSG00000026082,1,38091867,38168882,-
Gm37062,ENSMUSG00000103804,1,38115376,38116386,-
Gm5099,ENSMUSG00000102716,1,38171164,38198973,+
Aff3,ENSMUSG00000037138,1,38216407,38704036,-
Gm16150,ENSMUSG00000085391,1,38274501,38285747,+
Gm16151,ENSMUSG00000085280,1,38346983,38351011,+
Gm16152,ENSMUSG00000087131,1,38424030,38433055,+
Lonrf2,ENSMUSG00000048814,1,38832726,38875792,-
Chst10,ENSMUSG00000026080,1,38902948,38937242,-
Gm37707,ENSMUSG00000103647,1,38923835,38927153,+
Nms,ENSMUSG00000067604,1,38978230,38989357,+
Pdcl3,ENSMUSG00000026078,1,39024689,39036319,+
Gm37821,ENSMUSG00000104188,1,39087729,39096718,-
Mir6349,ENSMUSG00000098833,1,39225977,39226073,-
Npas2,ENSMUSG00000026077,1,39232812,39402317,+
Rpl31,ENSMUSG00000073702,1,39406923,39410992,+
Tbc1d8,ENSMUSG00000003134,1,39410573,39517836,-
Gm24826,ENSMUSG00000065629,1,39558614,39558828,+
Gm24826,ENSMUSG00002076218,1,39558614,39558829,+
Cnot11,ENSMUSG00000003135,1,39574073,39585970,+
Gm15832,ENSMUSG00000085894,1,39586651,39591083,-
Snord89,ENSMUSG00000077704,1,39587826,39587935,-
Rnf149,ENSMUSG00000048234,1,39590377,39616486,-
Gm23722,ENSMUSG00000064936,1,39612827,39612956,-
Creg2,ENSMUSG00000050967,1,39657574,39690642,-
D930019O06Rik,ENSMUSG00000097083,1,39689344,39696550,+
Rfx8,ENSMUSG00000057173,1,39704461,39760157,-
Gm3646,ENSMUSG00000091937,1,39843308,39844492,-
1700066B17Rik,ENSMUSG00000101634,1,39878335,39886494,-
Map4k4,ENSMUSG00000026074,1,39940073,40065470,+
Il1r2,ENSMUSG00000026073,1,40113239,40164391,+
Gm16894,ENSMUSG00000097899,1,40115388,40125011,-
Il1r1,ENSMUSG00000026072,1,40264240,40356417,+
Il1rl2,ENSMUSG00000070942,1,40363770,40406722,+
Il1rl1,ENSMUSG00000026069,1,40468730,40504575,+
Il18r1,ENSMUSG00000026070,1,40504712,40540014,+
Il18rap,ENSMUSG00000026068,1,40554522,40590865,+
Gm35801,ENSMUSG00000104441,1,40611348,40619822,-
Slc9a4,ENSMUSG00000026065,1,40619241,40669885,+
Slc9a2,ENSMUSG00000026062,1,40719734,40808433,+
Gm37623,ENSMUSG00000103679,1,40730602,40736796,-
Gm37915,ENSMUSG00000103270,1,40810545,40824538,+
Mfsd9,ENSMUSG00000041945,1,40811198,40829847,-
Tmem182,ENSMUSG00000079588,1,40844761,40896047,+
4930448I06Rik,ENSMUSG00000104072,1,41206747,41220412,-
Gm28634,ENSMUSG00000100185,1,41566091,41568703,-
Gm29260,ENSMUSG00000100832,1,41782848,41978749,+
Gm9915,ENSMUSG00000053640,1,42268886,42270268,+
Gm29664,ENSMUSG00000101919,1,42277393,42277855,-
Gm28175,ENSMUSG00000101299,1,42298929,42343592,+
Gm28140,ENSMUSG00000100180,1,42363750,42395097,-
Pantr1,ENSMUSG00000060424,1,42629754,42734584,-
Gm20646,ENSMUSG00000093436,1,42734085,42783951,+
Pou3f3,ENSMUSG00000045515,1,42734085,42742336,+
Pantr2,ENSMUSG00000097063,1,42746206,42752940,-
Dalir,ENSMUSG00000099784,1,42789872,42792041,+
Mrps9,ENSMUSG00000060679,1,42890393,42944843,+
Gm23126,ENSMUSG00000077448,1,42905845,42905978,-
Gpr45,ENSMUSG00000041907,1,42992032,43074616,+
Gm56302,ENSMUSG00002075628,1,43076005,43076089,+
Tgfbrap1,ENSMUSG00000070939,1,43086360,43137797,-
Gm28782,ENSMUSG00000100269,1,43095427,43096294,+
8430432A02Rik,ENSMUSG00000041878,1,43131748,43132995,+
AI597479,ENSMUSG00000010290,1,43137870,43155107,+
Fhl2,ENSMUSG00000008136,1,43162234,43236144,-
Gm29040,ENSMUSG00000099576,1,43289316,43342085,-
Nck2,ENSMUSG00000066877,1,43483739,43609675,+
Ecrg4,ENSMUSG00000026051,1,43769762,43781738,+
Gm29155,ENSMUSG00000100764,1,43781121,43783055,-
Gm29157,ENSMUSG00000100635,1,43782075,43782686,+
Gm29156,ENSMUSG00000100480,1,43784944,43785442,-
Uxs1,ENSMUSG00000057363,1,43786126,43866960,-
Gm26352,ENSMUSG00000088848,1,43942088,43942212,+
Gm54687,ENSMUSG00002075225,1,43957937,43958046,-
Tpp2,ENSMUSG00000041763,1,43972807,44042160,+
Mettl21c,ENSMUSG00000047343,1,44048568,44059194,-
Gm8251,ENSMUSG00000091844,1,44095032,44118906,-
Tex30,ENSMUSG00000026049,1,44125773,44141601,-
Gm29247,ENSMUSG00000101104,1,44130623,44149950,-
Poglut2,ENSMUSG00000026047,1,44145706,44157968,-
Bivm,ENSMUSG00000041684,1,44158117,44183930,+
Ercc5,ENSMUSG00000026048,1,44186904,44220420,+
Mettl21e,ENSMUSG00000046828,1,44243230,44258121,-
Gm28893,ENSMUSG00000100769,1,44431969,44433607,+
Gulp1,ENSMUSG00000056870,1,44590671,44835998,+
4930521E06Rik,ENSMUSG00000101701,1,44778836,44784109,-
Col3a1,ENSMUSG00000026043,1,45350698,45388866,+
Gm54819,ENSMUSG00002074901,1,45350833,45350973,+
Col5a2,ENSMUSG00000026042,1,45413481,45542442,-
Gm23216,ENSMUSG00000119267,1,45724616,45724722,-
Gm23974,ENSMUSG00000065255,1,45786055,45786185,+
Wdr75,ENSMUSG00000025995,1,45834326,45862779,+
Slc40a1,ENSMUSG00000025993,1,45947228,45965683,-
Dnah7b,ENSMUSG00000041144,1,46105475,46412710,+
n-R5s211,ENSMUSG00000119743,1,46413357,46413475,+
Dnah7c,ENSMUSG00000101337,1,46464752,46846636,+
Slc39a10,ENSMUSG00000025986,1,46846704,46932012,-
Gm28151,ENSMUSG00000100213,1,46888689,46889639,-
Gm28826,ENSMUSG00000101447,1,47192621,47228231,+
Mir6350,ENSMUSG00000098876,1,47506180,47506284,-
Gm54870,ENSMUSG00002075213,1,47788438,47788558,-
Gm23240,ENSMUSG00000064943,1,48501332,48501452,-
Gm54872,ENSMUSG00002076043,1,49134603,49135044,+
C230029F24Rik,ENSMUSG00000051616,1,49283775,49379602,+
4933411E06Rik,ENSMUSG00000099608,1,50146629,50148121,+
Gm29665,ENSMUSG00000100451,1,50436711,50437238,-
Gm28321,ENSMUSG00000100816,1,50854534,50856860,+
Tmeff2,ENSMUSG00000026109,1,50939806,51226429,+
Gm28322,ENSMUSG00000100671,1,50943603,50945077,+
Gm54895,ENSMUSG00002075527,1,51054472,51054572,+
Gm28319,ENSMUSG00000101242,1,51177440,51180381,-
Gm28320,ENSMUSG00000099924,1,51187468,51189740,+
Gm29325,ENSMUSG00000099625,1,51234380,51236907,+
9330175M20Rik,ENSMUSG00000101799,1,51257545,51372938,-
Cavin2,ENSMUSG00000045954,1,51328285,51342119,+
1700072G22Rik,ENSMUSG00000101702,1,51497091,51498090,-
Nabp1,ENSMUSG00000026107,1,51505021,51517584,-
Gm17767,ENSMUSG00000099413,1,51546245,51635877,-
Gm28055,ENSMUSG00000101741,1,51735483,51786219,-
Myo1b,ENSMUSG00000018417,1,51788924,51955230,-
Gm29453,ENSMUSG00000101724,1,51886999,51888277,-
Gm28323,ENSMUSG00000100313,1,51916269,51918767,-
Gm54983,ENSMUSG00002075355,1,51978133,51978254,-
Stat4,ENSMUSG00000062939,1,52026307,52146348,+
Gm28177,ENSMUSG00000101628,1,52116420,52195246,+
Gm31812,ENSMUSG00000109599,1,52147280,52152910,-
Stat1,ENSMUSG00000026104,1,52158599,52201024,+
Gls,ENSMUSG00000026103,1,52202607,52272391,-
Gm23460,ENSMUSG00000065192,1,52483595,52483703,-
Nab1,ENSMUSG00000002881,1,52496453,52539838,-
Gm53065,ENSMUSG00000100120,1,52562061,52621838,+
Gm28178,ENSMUSG00000099878,1,52609173,52619450,-
Nemp2,ENSMUSG00000043015,1,52669862,52691078,+
Mfsd6,ENSMUSG00000041439,1,52695445,52766621,-
Gm29670,ENSMUSG00000100302,1,52741431,52743921,-
Inpp1,ENSMUSG00000026102,1,52824586,52856847,-
Hibch,ENSMUSG00000041426,1,52884088,52960145,+
1700019D03Rik,ENSMUSG00000043629,1,52961483,53059338,-
Mstn,ENSMUSG00000026100,1,53100799,53107238,+
Gm24349,ENSMUSG00000089334,1,53139209,53139309,+
1700019A02Rik,ENSMUSG00000060715,1,53197736,53226795,-
Pms1,ENSMUSG00000026098,1,53228346,53336177,-
Gm28777,ENSMUSG00000100763,1,53235272,53236854,+
Ormdl1,ENSMUSG00000026097,1,53336254,53349468,+
Gm28778,ENSMUSG00000100679,1,53336270,53365502,+
Osgepl1,ENSMUSG00000026096,1,53352783,53365502,+
Gm28551,ENSMUSG00000099913,1,53364666,53391826,-
Asnsd1,ENSMUSG00000026095,1,53383776,53391911,-
Gm50478,ENSMUSG00000117809,1,53387638,53391778,-
Dnah7a,ENSMUSG00000096141,1,53436165,53745943,-
Gm55384,ENSMUSG00002076105,1,53482430,53482554,-
Stk17b,ENSMUSG00000026094,1,53794665,53824383,-
Hecw2,ENSMUSG00000042807,1,53846035,54234327,-
Mir7681,ENSMUSG00000098443,1,53888583,53888654,+
Gm24251,ENSMUSG00000087949,1,53925987,53926100,-
Gm25829,ENSMUSG00000119657,1,54288261,54288367,-
Ccdc150,ENSMUSG00000025983,1,54289842,54407886,+
Gtf3c3,ENSMUSG00000041303,1,54435163,54478130,-
Gm34066,ENSMUSG00000109809,1,54482563,54495922,-
Pgap1,ENSMUSG00000073678,1,54512153,54596843,-
Ankrd44,ENSMUSG00000052331,1,54684499,54965546,-
4930444A19Rik,ENSMUSG00000101674,1,54720888,54806683,+
Gm55461,ENSMUSG00002075552,1,54808377,54808481,+
Sf3b1,ENSMUSG00000025982,1,55024328,55066640,-
Coq10b,ENSMUSG00000025981,1,55091929,55111861,+
Hspd1,ENSMUSG00000025980,1,55116994,55127402,-
Hspe1,ENSMUSG00000073676,1,55127291,55130466,+
Mob4,ENSMUSG00000025979,1,55170390,55194058,+
Rftn2,ENSMUSG00000025978,1,55209318,55265941,-
Gm10561,ENSMUSG00000097649,1,55265410,55274783,+
Mars2,ENSMUSG00000046994,1,55276336,55287629,+
Boll,ENSMUSG00000025977,1,55287817,55402628,-
Plcl1,ENSMUSG00000038349,1,55445080,55793444,+
9130227L01Rik,ENSMUSG00000099950,1,55970400,56011487,+
