gene_symbol,ensembl_id,chr,start,end,strand
Crispld1,ENSMUSG00000025776,1,17797269,17836568,+
Gm28153,ENSMUSG00000099895,1,17812139,17875641,-
Gm28756,ENSMUSG00000109887,1,17997026,18129280,-
Crisp4,ENSMUSG00000025774,1,18185415,18216126,-
Gm71137,ENSMUSG00000142595,1,18204225,18230517,+
Gm71262,ENSMUSG00000131994,1,18292406,18293893,-
Defb18,ENSMUSG00000073735,1,18306697,18307667,-
Defb41,ENSMUSG00000067773,1,18321204,18335362,-
Gm70557,ENSMUSG00000132263,1,18378048,18409942,+
Gm70562,ENSMUSG00000132383,1,18530615,18533598,-
Gm70695,ENSMUSG00000134916,1,18782585,18785556,-
Gm24075,ENSMUSG00000088800,1,19039986,19040057,-
Gm15825,ENSMUSG00000089787,1,19133498,19175087,-
Tfap2d,ENSMUSG00000042596,1,19173246,19236570,+
Tfap2b,ENSMUSG00000025927,1,19279138,19308800,+
Gm71158,ENSMUSG00000142982,1,19304989,19312318,-
Gm28340,ENSMUSG00000100538,1,19311134,19352220,+
Gm55451,ENSMUSG00002076883,1,19584079,19584143,-
Gm32651,ENSMUSG00000141106,1,19676274,19707336,+
Gm71104,ENSMUSG00000142065,1,19722061,19722888,-
Gm70792,ENSMUSG00000136536,1,20035199,20049770,+
Pkhd1,ENSMUSG00000043760,1,20128003,20688288,-
4930486I03Rik,ENSMUSG00000089914,1,20426633,20462748,+
Gm24162,ENSMUSG00000070175,1,20515035,20515136,-
Lincmd1,ENSMUSG00000099906,1,20740106,20754522,+
Mir206,ENSMUSG00000065559,1,20749234,20749306,+
Mir133b,ENSMUSG00000065480,1,20752993,20753111,+
Gm70627,ENSMUSG00000133531,1,20795969,20800962,-
Il17a,ENSMUSG00000025929,1,20801129,20804720,+
Il17f,ENSMUSG00000041872,1,20847370,20860841,-
Mcm3,ENSMUSG00000041859,1,20873192,20890536,-
Gm28065,ENSMUSG00000102121,1,20906885,20909913,+
Gm24723,ENSMUSG00000088858,1,20912759,20912890,-
6720483E21Rik,ENSMUSG00000097934,1,20958855,20961270,-
Paqr8,ENSMUSG00000025931,1,20960830,21009874,+
Gm24171,ENSMUSG00000077314,1,20985634,20985764,-
Gm70640,ENSMUSG00000133875,1,20995671,21022230,-
Efhc1,ENSMUSG00000041809,1,21021850,21061065,+
Tram2,ENSMUSG00000041779,1,21066523,21149453,-
Gm70840,ENSMUSG00000137435,1,21117716,21135610,+
Gm28287,ENSMUSG00000099971,1,21150338,21151972,+
Gm32947,ENSMUSG00000129885,1,21258413,21272437,-
Gm28836,ENSMUSG00000099343,1,21278944,21341891,-
Tmem14a,ENSMUSG00000025933,1,21288799,21300391,+
Gsta3,ENSMUSG00000025934,1,21310813,21335885,+
Gm71267,ENSMUSG00000138037,1,21342558,21343341,+
Gm71569,ENSMUSG00000121505,1,21348044,21420496,-
Gm71089,ENSMUSG00000141880,1,21363072,21376737,+
Gm71652,ENSMUSG00000141838,1,21399613,21435444,+
Khdc1a,ENSMUSG00000067750,1,21419865,21422424,+
Gm71091,ENSMUSG00000141922,1,21434275,21439181,-
Khdc1c,ENSMUSG00000041722,1,21438555,21441069,+
Khdc1b,ENSMUSG00000085079,1,21453780,21456597,+
Gm71268,ENSMUSG00000129191,1,21457052,21461904,+
Kcnq5,ENSMUSG00000028033,1,21468627,22032166,-
Gm70304,ENSMUSG00000128794,1,21531491,21572729,+
Gm53539,ENSMUSG00000124418,1,21974775,21986407,+
Gm69554,ENSMUSG00000123368,1,22030904,22043802,+
Gm71003,ENSMUSG00000140384,1,22115379,22140369,-
Gm69691,ENSMUSG00000124412,1,22155445,22163461,-
Gm70320,ENSMUSG00000128972,1,22344874,22345628,-
Gm70740,ENSMUSG00000135509,1,22345673,22372192,+
Rims1,ENSMUSG00000041670,1,22356475,22845203,-
Gm70511,ENSMUSG00000131366,1,22806981,22813534,-
Gm71071,ENSMUSG00000141541,1,22813622,22816733,+
Gm70239,ENSMUSG00000128277,1,22998559,23007997,+
Gm29506,ENSMUSG00000101227,1,23087376,23274754,-
Ppp1r14bl,ENSMUSG00000073730,1,23139554,23141334,-
Gm71078,ENSMUSG00000141721,1,23151303,23159941,+
Gm30442,ENSMUSG00000141755,1,23162794,23166971,+
Gm24176,ENSMUSG00000089553,1,23284292,23284412,+
Gm53541,ENSMUSG00000134304,1,23295327,23311354,+
Mir30a,ENSMUSG00000065405,1,23311350,23311420,+
Gm27028,ENSMUSG00000097970,1,23330618,23331016,+
Mir30c-2,ENSMUSG00000065567,1,23330782,23330865,+
Gm29107,ENSMUSG00000100775,1,23332810,23333156,+
Gm70599,ENSMUSG00000133147,1,23340422,23345386,+
Ogfrl1,ENSMUSG00000026158,1,23405505,23436853,-
Gm70903,ENSMUSG00000138593,1,23500658,23502878,+
Gm28822,ENSMUSG00000099503,1,23613331,23636859,+
Gm71138,ENSMUSG00000142633,1,23638439,23644800,+
B3gat2,ENSMUSG00000026156,1,23800834,23888239,+
Smap1,ENSMUSG00000026155,1,23883927,23961398,-
Gm71092,ENSMUSG00000141937,1,24010656,24017716,-
Gm53062,ENSMUSG00000141893,1,24016741,24039725,+
Sdhaf4,ENSMUSG00000026154,1,24035020,24044737,-
Fam135a,ENSMUSG00000026153,1,24050174,24139422,-
Gm71222,ENSMUSG00000143955,1,24139109,24140213,+
Gm69483,ENSMUSG00000122847,1,24147122,24174262,+
Col9a1,ENSMUSG00000026147,1,24216691,24291765,+
Col19a1,ENSMUSG00000026141,1,24300971,24626553,-
Gm69926,ENSMUSG00000125396,1,24377614,24454743,+
Gm69961,ENSMUSG00000125434,1,24401230,24402303,+
Gm26418,ENSMUSG00000077463,1,24587922,24588058,-
Gm71269,ENSMUSG00000138098,1,24651850,24652265,-
Gm70099,ENSMUSG00000127021,1,24717111,24718211,-
Lmbrd1,ENSMUSG00000073725,1,24717711,24805382,+
Gm70601,ENSMUSG00000133176,1,24839078,24841674,-
Gm70361,ENSMUSG00000129414,1,24858603,24877196,-
Gm71173,ENSMUSG00000143216,1,24903623,24909302,+
Gm70487,ENSMUSG00000130976,1,24978353,24982596,+
Gm28237,ENSMUSG00000100483,1,25002290,25004239,-
Gm71272,ENSMUSG00000135830,1,25050803,25052291,+
Gm29414,ENSMUSG00000099392,1,25065590,25066380,-
Gm69393,ENSMUSG00000122244,1,25066388,25125071,+
Adgrb3,ENSMUSG00000033569,1,25106557,25868788,-
Gm69397,ENSMUSG00000122289,1,25266150,25273241,+
Gm22260,ENSMUSG00000119153,1,25318526,25318632,-
Gm25294,ENSMUSG00000084740,1,25490152,25490255,+
Gm70633,ENSMUSG00000133748,1,25737078,25739557,+
Gm31076,ENSMUSG00000130306,1,25927067,25954891,-
Gm24064,ENSMUSG00000088111,1,26605914,26606019,+
Gm31136,ENSMUSG00000140232,1,26656039,26814275,+
Spata31e2,ENSMUSG00000073722,1,26720895,26726541,-
n-R5s209,ENSMUSG00000119695,1,26998184,26998302,-
Gm70629,ENSMUSG00000133566,1,27208285,27285978,-
Gm70420,ENSMUSG00000129952,1,27482287,27566952,+
Gm5524,ENSMUSG00000101514,1,27923059,27941916,+
Gm70369,ENSMUSG00000129466,1,28267662,28271758,+
Gm71042,ENSMUSG00000141222,1,28296657,28353928,+
Gm70966,ENSMUSG00000139702,1,28575693,28598116,-
Gm45942,ENSMUSG00000138065,1,28780057,28934695,-
Spata31e5,ENSMUSG00000048411,1,28815198,28819333,-
Gm69651,ENSMUSG00000124238,1,29103621,29107261,+
Gm55769,ENSMUSG00002076857,1,29340561,29340660,+
Gm55770,ENSMUSG00002074912,1,29400356,29400451,-
Gm70221,ENSMUSG00000128221,1,29460431,29461114,-
Mir6342,ENSMUSG00000099257,1,29460569,29460693,+
Gm69536,ENSMUSG00000123191,1,29568863,29573005,-
Gm55771,ENSMUSG00002075317,1,30025015,30025124,+
Gm55772,ENSMUSG00002075289,1,30372372,30372478,-
Gm31581,ENSMUSG00000125037,1,30541502,30568006,+
Gm9898,ENSMUSG00000053185,1,30672635,30794780,-
Gm71111,ENSMUSG00000142156,1,30757807,30758665,+
Phf3,ENSMUSG00000048874,1,30841420,30913002,-
Gm70275,ENSMUSG00000128750,1,30914013,30925972,+
Ptp4a1,ENSMUSG00000026064,1,30979383,30988390,-
Ptp4a1,ENSMUSG00000117310,1,30979383,30988851,-
Gm53209,ENSMUSG00000139019,1,30988893,30990785,+
Alyreffm3,ENSMUSG00000117091,1,31016324,31017049,-
Alyreffm1,ENSMUSG00000086727,1,31036933,31261765,-
Gm29128,ENSMUSG00000100910,1,31058449,31189217,+
Gm70005,ENSMUSG00000125934,1,31102663,31122413,-
Gm55778,ENSMUSG00002076113,1,31161806,31161943,-
Lgsn,ENSMUSG00000050217,1,31215482,31243806,+
Dnaaf6rt,ENSMUSG00000026063,1,31261919,31263369,+
Gm26145,ENSMUSG00000077664,1,31298674,31298800,-
Alyreffm2,ENSMUSG00000094215,1,31326026,31326787,+
Gm69836,ENSMUSG00000124860,1,31368809,31372846,+
Gm23032,ENSMUSG00000088620,1,31695713,31695819,-
Gm69634,ENSMUSG00000124101,1,32156452,32163703,-
Gm51754,ENSMUSG00000142221,1,32191064,32200151,+
Khdrbs2,ENSMUSG00000026058,1,32211795,32697649,+
Gm25814,ENSMUSG00000064688,1,32252214,32252320,-
Semp2l1,ENSMUSG00000091318,1,32582767,32586375,-
Gm24732,ENSMUSG00000089489,1,32607440,32607502,-
Gm37724,ENSMUSG00000102917,1,33104211,33105431,+
Gm39616,ENSMUSG00000131675,1,33172315,33215139,-
Gm24901,ENSMUSG00000088750,1,33231074,33231183,+
Gm37591,ENSMUSG00000104230,1,33233381,33254567,-
Gm70823,ENSMUSG00000137049,1,33284104,33286140,+
Gm25792,ENSMUSG00000065223,1,33332757,33332856,+
Gm70580,ENSMUSG00000132768,1,33402308,33431033,+
Gm23453,ENSMUSG00000065260,1,33461814,33461919,+
Prim2,ENSMUSG00000026134,1,33492891,33708876,-
Gm70912,ENSMUSG00000138807,1,33523103,33525279,+
Gm70913,ENSMUSG00000138851,1,33708879,33710609,+
Gm57180,ENSMUSG00000121274,1,33751553,33759331,-
Rab23,ENSMUSG00000004768,1,33758968,33781645,+
Bag2,ENSMUSG00000042215,1,33784565,33796876,-
Zfp451,ENSMUSG00000042197,1,33800626,33853676,-
Gm69611,ENSMUSG00000123811,1,33853704,33855211,+
Gm69609,ENSMUSG00000123789,1,33875422,33878614,+
Bend6,ENSMUSG00000042182,1,33891133,33946897,-
Dst,ENSMUSG00000026131,1,33947306,34347742,+
Gm23792,ENSMUSG00000084506,1,34020491,34020583,-
Gm70158,ENSMUSG00000127497,1,34049889,34051170,-
Mir6896,ENSMUSG00000105982,1,34156440,34156512,+
Gm26788,ENSMUSG00000096992,1,34197658,34217527,-
Gm71206,ENSMUSG00000143827,1,34313153,34314994,-
Gm70071,ENSMUSG00000126561,1,34347078,34348130,-
Gm71164,ENSMUSG00000143057,1,34354866,34355392,-
Gm37958,ENSMUSG00000104397,1,34368514,34369388,-
Gm71073,ENSMUSG00000141576,1,34406286,34415425,-
Gm71128,ENSMUSG00000142399,1,34438387,34442128,+
Gm37233,ENSMUSG00000102336,1,34444160,34474254,-
Gm68671,ENSMUSG00000121838,1,34454844,34457067,-
Mir5103,ENSMUSG00000092852,1,34472202,34472280,-
Ccdc115,ENSMUSG00000042111,1,34475751,34478753,-
Gm28306,ENSMUSG00000101711,1,34478592,34483811,-
Imp4,ENSMUSG00000026127,1,34478932,34488437,+
Gm28417,ENSMUSG00000100280,1,34497795,34512319,-
Ptpn18,ENSMUSG00000026126,1,34498843,34514814,+
4930568A12Rik,ENSMUSG00000101223,1,34516216,34538161,-
Gm32566,ENSMUSG00000140102,1,34523506,34526454,+
Prss39,ENSMUSG00000026125,1,34537491,34542144,+
Gm70565,ENSMUSG00000132507,1,34548169,34549552,-
Gm70222,ENSMUSG00000128226,1,34561333,34563599,-
Cfc1,ENSMUSG00000026124,1,34574729,34583394,+
Prss40,ENSMUSG00000037529,1,34583049,34600024,-
1700101I19Rik,ENSMUSG00000045815,1,34618281,34618792,-
Amer3,ENSMUSG00000045174,1,34618738,34630025,+
Gm38647,ENSMUSG00000138441,1,34619525,34706069,-
Gm70894,ENSMUSG00000138482,1,34704553,34706160,+
Arhgef4,ENSMUSG00000037509,1,34717269,34852390,+
Gm32920,ENSMUSG00000125398,1,34724505,34728620,-
Smim39,ENSMUSG00000118272,1,34840875,34841045,+
Gm38336,ENSMUSG00000104002,1,34848441,34850989,-
Fam168b,ENSMUSG00000037503,1,34852300,34882146,-
Plekhb2,ENSMUSG00000026123,1,34889057,34918661,+
Gm70566,ENSMUSG00000132530,1,35037212,35058373,+
Gm70543,ENSMUSG00000131914,1,35184509,35186508,-
Gm25096,ENSMUSG00000077231,1,35218037,35218165,-
Gm71048,ENSMUSG00000141296,1,35255039,35256731,+
Gm70712,ENSMUSG00000135071,1,35399248,35404016,+
Gm70708,ENSMUSG00000135032,1,35401961,35424454,-
Gm71088,ENSMUSG00000141845,1,35616137,35619673,-
Gm37068,ENSMUSG00000104417,1,35655994,35788718,-
Gm25634,ENSMUSG00000064601,1,35800683,35800787,+
Gm28415,ENSMUSG00000101714,1,35846055,35849543,+
1110002O04Rik,ENSMUSG00000102531,1,35864867,35920212,+
Gm70916,ENSMUSG00000138886,1,35994732,35996867,-
Gm37146,ENSMUSG00000102279,1,36021041,36025454,-
Gm71219,ENSMUSG00000143922,1,36024660,36031884,+
Gm33222,ENSMUSG00000103708,1,36040785,36050321,-
4930535G08Rik,ENSMUSG00000104201,1,36050111,36050980,+
Gm39624,ENSMUSG00000140889,1,36054300,36105346,-
Gm39623,ENSMUSG00000140969,1,36055850,36060639,+
Gm71028,ENSMUSG00000140927,1,36098136,36105477,+
Hs6st1,ENSMUSG00000045216,1,36107481,36145527,+
Gm53548,ENSMUSG00000122855,1,36131170,36137690,-
Gm37335,ENSMUSG00000104523,1,36144465,36145527,-
Gm33280,ENSMUSG00000102202,1,36169620,36177827,+
Uggt1,ENSMUSG00000037470,1,36179108,36283801,-
Mir6897,ENSMUSG00000098752,1,36183333,36183394,-
Gm39625,ENSMUSG00000136261,1,36283449,36289623,+
Gm70657,ENSMUSG00000134347,1,36299990,36301833,+
Neurl3,ENSMUSG00000047180,1,36303678,36313760,-
Gm69983,ENSMUSG00000125625,1,36312654,36313341,+
Gm70585,ENSMUSG00000132917,1,36343973,36346705,-
Arid5a,ENSMUSG00000037447,1,36346814,36363110,+
Gm70518,ENSMUSG00000131496,1,36351234,36354194,-
4930403P22Rik,ENSMUSG00000102762,1,36371734,36372517,+
Kansl3,ENSMUSG00000010453,1,36374811,36408262,-
Mir6898,ENSMUSG00000098680,1,36387763,36387839,-
Fer1l5,ENSMUSG00000037432,1,36411372,36461191,+
Lman2l,ENSMUSG00000001143,1,36458952,36484352,-
Gm70826,ENSMUSG00000137055,1,36472373,36483289,+
Gm33401,ENSMUSG00000137017,1,36484071,36506924,+
Gm33454,ENSMUSG00000137090,1,36504299,36510643,-
Cnnm4,ENSMUSG00000037408,1,36510701,36547845,+
Gm56056,ENSMUSG00002075980,1,36545643,36545783,+
Cnnm3,ENSMUSG00000001138,1,36550948,36567318,+
Gm38033,ENSMUSG00000102845,1,36566615,36567318,-
Ankrd23,ENSMUSG00000067653,1,36569269,36575964,-
Gm42417,ENSMUSG00000109510,1,36569274,36578510,-
Ankrd39,ENSMUSG00000079610,1,36576588,36586526,-
Gm70009,ENSMUSG00000126033,1,36579368,36585818,+
Sema4c,ENSMUSG00000026121,1,36587720,36597430,-
D430040D24Rik,ENSMUSG00000087589,1,36596782,36617346,+
Fam178b,ENSMUSG00000046337,1,36601773,36722264,-
Gm56095,ENSMUSG00002075377,1,36703046,36703120,+
Cox5b,ENSMUSG00000061518,1,36730530,36732762,+
Actr1b,ENSMUSG00000037351,1,36737195,36753503,-
4933424G06Rik,ENSMUSG00000102416,1,36749230,36797034,+
Gm33533,ENSMUSG00000104237,1,36763249,36783873,-
Zap70,ENSMUSG00000026117,1,36800879,36821899,+
Gm68749,ENSMUSG00000121718,1,36803944,36804253,-
Gm71076,ENSMUSG00000141655,1,36828033,36831071,-
Tmem131,ENSMUSG00000026116,1,36831272,36982747,-
Gm70104,ENSMUSG00000127057,1,36836857,36841440,+
Gm38115,ENSMUSG00000102930,1,36952682,36955620,-
Gm70770,ENSMUSG00000136074,1,37015332,37018358,-
Gm71105,ENSMUSG00000142066,1,37025398,37025510,+
Gm70343,ENSMUSG00000129112,1,37039770,37042956,+
n-R5s210,ENSMUSG00000119706,1,37044520,37044638,+
Vwa3b,ENSMUSG00000050122,1,37065677,37226694,+
Gm70545,ENSMUSG00000131940,1,37066738,37067696,-
Gm71090,ENSMUSG00000141881,1,37078031,37080323,-
Gm37020,ENSMUSG00000103603,1,37171354,37189094,-
Gm70536,ENSMUSG00000131689,1,37236796,37248569,+
Cnga3,ENSMUSG00000026114,1,37253515,37302465,+
Gm69908,ENSMUSG00000125286,1,37299438,37309280,-
Gm70940,ENSMUSG00000139275,1,37337075,37338793,-
Inpp4a,ENSMUSG00000026113,1,37338946,37449817,+
